"@timestamp","email_message_id","threat_tactic_name","threat_indicator_reference","abnormal_security_threat_summary_insights","abnormal_security_threat_remediation_status","abnormal_security_threat_auto_remediated"
"Aug 12, 2025 @ 02:28:24.000","<224d6a16-44ac-4f4f-bfe6-cd0f90d697af@FLFEXCH2K19.flf.gva>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3718052017349476853","Suspicious Link, Unusual IP Geolocation, Unusual Sender, Email Authentication",Remediated,false
"Aug 12, 2025 @ 02:28:00.000","<000001dc0adc$e22f5d30$a68e1790$@appareltrendsltd.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7117169140346015159","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 12, 2025 @ 02:28:00.000","<000001dc0adc$e22f5d30$a68e1790$@appareltrendsltd.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4229463328168885144","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 12, 2025 @ 02:19:04.000","<TYZPR04MB632136868F1E622923D79BABB428A@TYZPR04MB6321.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4552880652792934929","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 02:19:04.000","<TYZPR04MB632136868F1E622923D79BABB428A@TYZPR04MB6321.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8491492587313266105","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 02:19:04.000","<TYZPR04MB632136868F1E622923D79BABB428A@TYZPR04MB6321.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7727663376683565335","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 02:19:04.000","<TYZPR04MB632136868F1E622923D79BABB428A@TYZPR04MB6321.apcprd04.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8560395964015429241","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 02:15:08.000","<CAGN=YaUNXpO+b3rMVpTOQ01PT-P2fpSEYoOPeKNSV6WOwxa2vQ@mail.gmail.com>",Malware,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-835087243387007694","File Sharing Link(s), Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 12, 2025 @ 02:15:08.000","<CAGN=YaUNXpO+b3rMVpTOQ01PT-P2fpSEYoOPeKNSV6WOwxa2vQ@mail.gmail.com>",Malware,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7232023518059878818","File Sharing Link(s), Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 12, 2025 @ 02:15:07.000","<CAGN=YaUNXpO+b3rMVpTOQ01PT-P2fpSEYoOPeKNSV6WOwxa2vQ@mail.gmail.com>",Malware,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-381681146329068164","File Sharing Link(s), Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 12, 2025 @ 02:02:44.000","<3q9GK000000000000000000000000000000000000000000000T0U78A00w-deCiRVS8eooBVQH5Dl2w@sfdc.net>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3063515571493438119","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 01:54:24.000","<63cbdb03-7b42-4d91-a5f0-97a819b5309b@heritagerdgroup.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3454958283192662184","Unusual Sender, Suspicious Financial Request",Remediated,false
"Aug 12, 2025 @ 01:40:17.000","<tencent_F1AFDA81DE0C9E96DBE8B4167DAEBEB5F507@qq.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1852609753811250576","Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 12, 2025 @ 01:27:58.000","<2481b3ba4eb34aecb314132d09043b40@mfgbd.net>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7523827682574468808","Suspicious Link, Unusual IP Geolocation, Abnormal Recipient Pattern, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated,false
"Aug 12, 2025 @ 01:22:09.000","<sS7wb2GezLXk1TXoIzGtudO72XNyEW3rPVEZtuD9BbY@technetbook.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2464272338337523207","Unusual Sender, Suspicious Link",Remediated,false
"Aug 12, 2025 @ 01:14:22.000","<CADQdw+5D69LjTX4iM4D+Nqk6LvM_4G2xEc7wXSWAdw89eGkhnw@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/567650262565587731","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 01:05:31.000","<autogen-java-062583a6-3918-4e0f-999a-2cd3ad9bcbe8@google.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8886310716970197508","Unusual Sender, Unusual Reply To",Remediated,false
"Aug 12, 2025 @ 01:05:31.000","<autogen-java-062583a6-3918-4e0f-999a-2cd3ad9bcbe8@google.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/512968234641561570","Unusual Sender, Unusual Reply To",Remediated,false
"Aug 12, 2025 @ 01:05:31.000","<autogen-java-062583a6-3918-4e0f-999a-2cd3ad9bcbe8@google.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3318773270061189173","Unusual Sender, Unusual Reply To",Remediated,false
"Aug 12, 2025 @ 01:05:31.000","<autogen-java-062583a6-3918-4e0f-999a-2cd3ad9bcbe8@google.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4713938337003251133","Unusual Sender, Unusual Reply To",Remediated,false
"Aug 12, 2025 @ 00:53:00.000","<SEYPR03MB7968B847A13420F2F3DF05AAED28A@SEYPR03MB7968.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6533494677141116884","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:53:00.000","<SEYPR03MB7968B847A13420F2F3DF05AAED28A@SEYPR03MB7968.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5623795774333425562","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:53:00.000","<SEYPR03MB7968B847A13420F2F3DF05AAED28A@SEYPR03MB7968.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5875021595984261634","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:53:00.000","<SEYPR03MB7968B847A13420F2F3DF05AAED28A@SEYPR03MB7968.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8255419272294391157","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:35:20.000","<20250811150855.3D913A74AD94B1C1@247paidads.digital>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5900147771712598326","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated,false
"Aug 12, 2025 @ 00:35:20.000","<20250811150855.3D913A74AD94B1C1@247paidads.digital>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8204648091460975709","Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated,false
"Aug 12, 2025 @ 00:32:05.000","<44404009838162469117873@win97020>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-6509127050480248579","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:32:04.000","<44404009838162515930026@win97020>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5983649048091844389","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:32:04.000","<44404009838162469117873@win97020>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3447701786813462959","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:32:03.000","<44404009838162515930026@win97020>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7948665213492934364","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:15:11.000","<OS9P286MB65504F3BF5D58F5311C8FD0EB828A@OS9P286MB6550.JPNP286.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2318269488467548669","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:15:11.000","<OS9P286MB65504F3BF5D58F5311C8FD0EB828A@OS9P286MB6550.JPNP286.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4427482078115146485","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:15:11.000","<OS9P286MB65504F3BF5D58F5311C8FD0EB828A@OS9P286MB6550.JPNP286.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8458529434996522320","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:15:11.000","<OS9P286MB65504F3BF5D58F5311C8FD0EB828A@OS9P286MB6550.JPNP286.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2420426831585443773","Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:10:50.000","<091582555826695.1.DJD2983108191@promoftheday.click>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4215875111001922089","Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated,false
"Aug 12, 2025 @ 00:03:44.000","<0.0.EE.C35.1DC0AC862682212.0@emx028.instillerhq.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6243424980560999987","Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 23:56:25.000","<CA+QULvGDk5uH0W50J8=bueqFKYmzeBiKOU=+iL1+oyBUJmzNdw@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2804575344859750020","Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Personal Information Theft",Remediated,false
"Aug 11, 2025 @ 23:53:17.000","<33404027689922420542@win95439>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6878150440753528957","Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 23:50:58.000","<20250811155040.8BB4BC880915D063@seomart.digital>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8252740454149899886","Unusual Sender, Unusual IP Geolocation",Remediated,false
"Aug 11, 2025 @ 23:50:56.000","<20250811155040.8BB4BC880915D063@seomart.digital>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3383950432863539454","Unusual Sender, Unusual IP Geolocation",Remediated,false
"Aug 11, 2025 @ 23:50:56.000","<20250811155040.8BB4BC880915D063@seomart.digital>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2315827789631463530","Unusual Sender, Unusual IP Geolocation",Remediated,false
"Aug 11, 2025 @ 23:50:55.000","<20250811155040.8BB4BC880915D063@seomart.digital>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8873205571588686616","Unusual Sender, Unusual IP Geolocation",Remediated,false
"Aug 11, 2025 @ 23:41:48.000","<667655178626995.4.EVQ7462966875@promoftheday.click>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/631913895437864642","Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender",Remediated,false
"Aug 11, 2025 @ 23:38:47.000","<3340402768992844925551@win95439>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8292859943304389678","Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 23:30:21.000","<MA0P287MB133252F7BF60A8D2167C933A8C28A@MA0P287MB1332.INDP287.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-558163746853196206","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 23:16:11.000","<aff50bc93c4ea6e52fcf31d6325fc68d@snewang.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-831424355943721990","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 23:13:03.000","<3B.89.24835.90CE9986@i-00e7f63bd555323a2.mta1vrest.sd.prd.sparkpost>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2088505745573967699","Unusual Sender, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 23:10:26.000","<4bf68928dfc1415c9f6cc4c6fc0f4828@mof.gov.tl>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4434070916439962228","Suspicious Link, Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Unusual Sender Domain, Suspicious Financial Request, Email Authentication",Remediated,false
"Aug 11, 2025 @ 23:08:47.000","<KU2PPF3EA26EB5C632D06A614CE6919C9AED928A@KU2PPF3EA26EB5C.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7009477548055310700","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 23:08:47.000","<KU2PPF3EA26EB5C632D06A614CE6919C9AED928A@KU2PPF3EA26EB5C.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/1225373472253935288","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 23:08:47.000","<KU2PPF3EA26EB5C632D06A614CE6919C9AED928A@KU2PPF3EA26EB5C.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-848490481731120072","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 23:08:47.000","<KU2PPF3EA26EB5C632D06A614CE6919C9AED928A@KU2PPF3EA26EB5C.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3983359075951180309","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 23:04:08.000","<KL1PR06MB7404D56FADC5EC7C738AAD18F828A@KL1PR06MB7404.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1390528604532940508","Suspicious Link, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 23:04:08.000","<KL1PR06MB7404D56FADC5EC7C738AAD18F828A@KL1PR06MB7404.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/31664527760111263","Suspicious Link, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 23:01:58.000","<CAMphsVDkXwKxY8ztYskb9F15W+64yzAmzqpL-03JWOV-UrwwSw@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8082335418981852384","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:55:17.000","<SE2PPF7489084AC9CC0DA7DEF02E5AB7150D328A@SE2PPF7489084AC.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/559684355500802343","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:35:08.000","<1142267880777.1139396732492.1408772276.0.240830JL.2002@synd.ccsend.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7012422834487159830","Unusual Sender, Invisible characters found in Email, Suspicious Link",Remediated,false
"Aug 11, 2025 @ 22:32:37.000","<SI2PR03MB6759622D442E4B4ACDA529D7B328A@SI2PR03MB6759.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-7074433832848371886","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:32:36.000","<SI2PR03MB6759622D442E4B4ACDA529D7B328A@SI2PR03MB6759.apcprd03.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8398409344210167455","Abnormal Recipient Pattern, Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:30:39.000","<CAKws49qf8gaFGWh2c0SWk+U++nuDUiZADb9P7hXBz0v0zsGDaA@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4590183705930800882","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:23:55.000","<CAKws49p0tbaiHsgO4OoP+dxZHFHoR8bx+1Eivc2BHhgZxn9xtQ@mail.gmail.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4236294001733129365","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:18:59.000","<CAHEP62Z2_KdEg1FDkpVt8GzoUYt9bMK12ZreeW8MXFvLzJYBSg@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3267142507034557616","Unusual Sender, Abnormal Recipient Pattern, Suspicious Financial Request",Remediated,false
"Aug 11, 2025 @ 22:16:58.000","<818d53748972c621a34252e0fde834e1@snewang.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3742039037837534757","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:16:49.000","<818d53748972c621a34252e0fde834e1@snewang.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/3597387790477569759","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:09:18.000","<SG2PR06MB5130209FAE27DD60F371AEA2D828A@SG2PR06MB5130.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-976673441452565244","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:09:18.000","<SG2PR06MB5130209FAE27DD60F371AEA2D828A@SG2PR06MB5130.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7799213742664587080","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 22:02:23.000","<1105202508021232F0737A4F-3AA67F44AA@olphselma.org>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7620344569946365004","Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated,false
"Aug 11, 2025 @ 21:50:45.000","<CACBNTwjaPen8d5Muk5BYiH5v=8Ftyg3yJ1tOy_8XnFd82jr8Uw@mail.gmail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8204307246285745131","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 21:50:45.000","<CACBNTwjaPen8d5Muk5BYiH5v=8Ftyg3yJ1tOy_8XnFd82jr8Uw@mail.gmail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8812725873471494406","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 21:50:45.000","<CACBNTwjaPen8d5Muk5BYiH5v=8Ftyg3yJ1tOy_8XnFd82jr8Uw@mail.gmail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5077686861829740755","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 21:50:44.000","<CACBNTwjaPen8d5Muk5BYiH5v=8Ftyg3yJ1tOy_8XnFd82jr8Uw@mail.gmail.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-8527946791667064913","Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 21:48:34.000","<0025b8618e57cedad0b30ee34250eb4b@snewang.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6596468737592298933","Unusual Sender",Remediated,false
"Aug 11, 2025 @ 21:47:40.000","<TYZPR06MB5807DAB31F3431B03B14DA2DFB28A@TYZPR06MB5807.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7614072879849474497","Unusual Sender, Invisible characters found in Email, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 21:47:36.000","<TYZPR06MB5807DAB31F3431B03B14DA2DFB28A@TYZPR06MB5807.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-131681992279275895","Unusual Sender, Invisible characters found in Email, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 21:47:36.000","<TYZPR06MB5807DAB31F3431B03B14DA2DFB28A@TYZPR06MB5807.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5536344355329157885","Unusual Sender, Invisible characters found in Email, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 21:47:36.000","<TYZPR06MB5807DAB31F3431B03B14DA2DFB28A@TYZPR06MB5807.apcprd06.prod.outlook.com>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-810865624294568855","Unusual Sender, Invisible characters found in Email, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 21:44:08.000","<98.4B.31872.707D9986@i-02860b10cb1acc969.mta1vrest.sd.prd.sparkpost>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-1612749411539481654","Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 21:42:47.000","<SA71BB5WBMHA7VGRELHG@chaptercherish.com>",Reconnaissance,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-2739929854707007773","Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 21:27:10.000","<20250811112658.ab0834c86740dc35@inspectrealestate.com.au>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5787092798771951554","Suspicious Link, Uncommon Attachment Type, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 21:21:24.000","<3a57f48d-afb9-40b2-831c-aab45159e27b@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-808439014302906278","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:21:02.000","<82201bdb-8540-48a6-8c95-6299a9a2faa9@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8569185301718082674","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:19:02.000","<401dc97f-f223-4fbb-9ba5-5f2a02d8d433@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4453816471545004185","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:18:43.000","<1ea5dadd-de1f-4bda-9ebe-3baca7df5a61@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-3627550584756532008","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:18:12.000","<c60987a8-468e-4cd7-aebe-55269eb8becd@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7891899136610840225","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:17:56.000","<3a748770-45d1-4e90-a37a-07f4e4650397@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/7537918132774797379","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:17:31.000","<f2c4849e-c358-4e5b-bfb4-f64601ffde02@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6356794902411755332","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:16:55.000","<0ecedd13-8bc9-4da1-a06a-9aed81da7474@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2830813786420661978","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:16:04.000","<214bb849-d715-435e-a817-330156444423@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-5313066163036764335","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:15:46.000","<61b8e94c-6c51-42fb-9dcb-b76e13fdd530@mail.dll>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4948096553678553728","Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Email Authentication",Remediated,false
"Aug 11, 2025 @ 21:00:51.000","<1Dds_GfdRz6eNiZaSnLPnA@geopod-ismtpd-7>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/5963678224824866049","Abnormal Email Body HTML, Unusual Sender, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 20:59:55.000","<PU4P216MB155110F01B75E60834A01B36F428A@PU4P216MB1551.KORP216.PROD.OUTLOOK.COM>",Spam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4546868523637203309","Unusual Sender, Abnormal Recipient Pattern",Remediated,false
"Aug 11, 2025 @ 20:54:14.000","<01B42F6F-BCBC-4DAE-B3C3-2723CF0600FC@gmail.com>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/2310734989028883119","Unusual IP Geolocation, Unusual Sender",Remediated,false
"Aug 11, 2025 @ 20:53:09.000","<3856331152515@iZpl704wjbohbmZ>",Other,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-4913147866398625577","Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Unusual Sender Domain",Remediated,false
"Aug 11, 2025 @ 20:48:04.000","<mid-a10c641f6a9fe26daa61654b69b8c227-6@nominations.acquisition-international.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/4539485709604107116","Unusual Sender, Unusual IP Geolocation, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 20:47:48.000","<mid-a10c641f6a9fe26daa61654b69b8c227-6@nominations.acquisition-international.com>","Phishing: Credential","https://portal.abnormalsecurity.com/home/threat-center/remediation-history/8952823610815661686","Unusual Sender, Unusual IP Geolocation, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 20:47:15.000","<CACvquDBoBeRWshu7qiSzBEMSv8Osk1G1a_W3T77D-Lp5o5B_0w@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/6506494290519708579","Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated,false
"Aug 11, 2025 @ 20:47:12.000","<CACvquDBoBeRWshu7qiSzBEMSv8Osk1G1a_W3T77D-Lp5o5B_0w@mail.gmail.com>",Scam,"https://portal.abnormalsecurity.com/home/threat-center/remediation-history/-9038354577992904627","Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated,false
