email_message_id,threat_tactic_name,abnormal_security_threat_summary_insights,abnormal_security_threat_remediation_status
<20250826150318.32944-{16547:20250825185253-16547-77}-0001126@info.nsspaw.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<ME0P300MB05688AD4FB45032EBF96E433BB39A@ME0P300MB0568.AUSP300.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<ME0P300MB05688AD4FB45032EBF96E433BB39A@ME0P300MB0568.AUSP300.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<ME0P300MB05688AD4FB45032EBF96E433BB39A@ME0P300MB0568.AUSP300.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<ME0P300MB05688AD4FB45032EBF96E433BB39A@ME0P300MB0568.AUSP300.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<Hujkz0SJQHqYiUirpqoWJg@geopod-ismtpd-0>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<SG2PR06MB508219875159972C22C9E002DA39A@SG2PR06MB5082.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<d0b527aa3877ad3f8bf0c8b7a7c3f114@yeah.net>,Malware,"Unusual Sender, Low Context File Sharing Link(s), File Sharing Link(s), Unusual Sender Domain",Remediated
<27be85a7-ec82-4127-a755-9823ff0dfe83@gmail.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain",Remediated
<27be85a7-ec82-4127-a755-9823ff0dfe83@gmail.com>,Scam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain",Remediated
<68643465494962790820031@win103069>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<!&!AAAAAAAAAAAuAAAAAAAAAFBGexcSriZNm3u74OW65FwBAMO2jhD3dRHOtM0AqgC7tuYAAAAAAA4AABAAAABmQX7PNYvXSJvVTxtRP1s8AQAAAAA=@medirespublishingonline.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<1284HcIkRAqVtWZH6UMVBQ@geopod-ismtpd-30>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated
<5lqGdFUFQWigCMTCBTW2FA@geopod-ismtpd-22>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To",Remediated
<23988b0f4f094787baa2f8bfbb8a3e39@deansingleton.com>,Scam,Unusual Sender,Remediated
<06f6a2c40e84d448dd6b561811cde683@smtp23.ymlpsvr.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<TY0PR03MB6775A50E58B8C6937D5046B3BD39A@TY0PR03MB6775.apcprd03.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<TY0PR03MB6775A50E58B8C6937D5046B3BD39A@TY0PR03MB6775.apcprd03.prod.outlook.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<TY0PR03MB6775A50E58B8C6937D5046B3BD39A@TY0PR03MB6775.apcprd03.prod.outlook.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<TY0PR03MB6775A50E58B8C6937D5046B3BD39A@TY0PR03MB6775.apcprd03.prod.outlook.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<363240243251286145431@win86150>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft",Remediated
<autogen-java-225d6b7e-e81f-4c71-b89b-3b0964dfff5e@google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<autogen-java-225d6b7e-e81f-4c71-b89b-3b0964dfff5e@google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<autogen-java-225d6b7e-e81f-4c71-b89b-3b0964dfff5e@google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<autogen-java-225d6b7e-e81f-4c71-b89b-3b0964dfff5e@google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<036d01dc1652$1bd11990$53734cb0$@search4researchinsights.com>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<ab3f33e0-f8bd-4455-a281-e9945dacd853@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<ab3f33e0-f8bd-4455-a281-e9945dacd853@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<ab3f33e0-f8bd-4455-a281-e9945dacd853@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<ab3f33e0-f8bd-4455-a281-e9945dacd853@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<ab3f33e0-f8bd-4455-a281-e9945dacd853@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<8000bc2c-c4fe-48aa-ae57-399dd83b58f6@alibaba.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<8000bc2c-c4fe-48aa-ae57-399dd83b58f6@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<8000bc2c-c4fe-48aa-ae57-399dd83b58f6@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<8000bc2c-c4fe-48aa-ae57-399dd83b58f6@alibaba.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<8000bc2c-c4fe-48aa-ae57-399dd83b58f6@alibaba.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Reply To",Remediated
<f2342354a4ca6b4ed95195b25d5ed53c@smtp23.ymlpsvr.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<CAGLybKQvhKxSxzZCESjBEfmqnNVckpio6cmVj45qzrXufe_JjA@mail.gmail.com>,Invoice/Payment Fraud (BEC),"Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated
<20250826064356.702475B0E49671D4@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<202508260542.f14de701322345ef8730d4571d25789e-OBZG6ZD4IFBVGRKNIFEUYLLQOJXWILRTGUYTKM3FGI4C2ZLDMYYC2NBWG5RC2OBXMY4C2ZLEGBTDKMZZGRRTAN3CPRZW25DQ@microsoft.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Personal Information Theft",Remediated
<767401dc164b$4fede020$efc9a060$@dmcalling.com>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<75f101dc164b$44057980$cc106c80$@dmcalling.com>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<75e601dc164b$42f234c0$c8d69e40$@dmcalling.com>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<20250826132918.05000-{16547:20250824204422-16547-59}-0055148@info.hfblcm.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<20250826132823.55081-{16443:20250826121653-16443-41}-0044850@info.gzche-yi.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<KU2PPFA3E488A7A9B1E8F1FE50D04B509F6DD39A@KU2PPFA3E488A7A.apcprd06.prod.outlook.com>,Spam,Unusual Sender,Remediated
<KU2PPFA3E488A7A9B1E8F1FE50D04B509F6DD39A@KU2PPFA3E488A7A.apcprd06.prod.outlook.com>,Spam,Unusual Sender,Remediated
<KU2PPFA3E488A7A9B1E8F1FE50D04B509F6DD39A@KU2PPFA3E488A7A.apcprd06.prod.outlook.com>,Spam,Unusual Sender,Remediated
<KU2PPFA3E488A7A9B1E8F1FE50D04B509F6DD39A@KU2PPFA3E488A7A.apcprd06.prod.outlook.com>,Spam,Unusual Sender,Remediated
<2d6f.3a8667058bddf964.m1.9ec2a390-823c-11f0-842b-52540088df93.198e4d3a449@bounce-zem.ofdp.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<JH0PR01MB54663D2B8847EB8D7658CBDEB539A@JH0PR01MB5466.apcprd01.prod.exchangelabs.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<CAFGX3Yigz+s7CHW-oJzL5nEHeC1BJcwHK2eLd0+vxU0=0p1UbA@mail.gmail.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern, Suspicious Financial Request",Remediated
<152887819.48271761.1756185378938.JavaMail.zimbra@fibertel.com.ar>,Scam,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Suspicious Financial Request",Remediated
<CADO=mvMGa86stTmertfPM=ZB5uqWEZ3+z4A3SW5QGi7vMirXnQ@mail.gmail.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain",Remediated
<d3d6bcf60c2f40ff968f4ecf089a1a7c@deansingleton.com>,Scam,Unusual Sender,Remediated
<kdlouSMZS8yQL2a45MRx3g@geopod-ismtpd-24>,Phishing: Credential,"Suspicious Link, Abnormal Email Body HTML, Unusual Sender, Suspicious Financial Request",Remediated
<1664400428375@iZ32cf6nd6t4puZ>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Unusual Sender Domain",Remediated
<05a501dc1642$8ab2ab90$a01802b0$@com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<20250826122733.02881-{16547:20250824211314-16547-86}-0072416@info.zhongchengkonggu.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<MA5PR01MB111803FE3BC8A85099C66F0528239A@MA5PR01MB11180.INDPRD01.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<MA5PR01MB111803FE3BC8A85099C66F0528239A@MA5PR01MB11180.INDPRD01.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<793a4d87d8534661aa1f3683a5d1b585@surgicalcasereprts.info>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<fbb50f155ce0415ba28d3c9a74239506@surgicalcasereprts.info>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<04cca4dd91b370fa28cd468cae0cd0ff14376ab6@isend.businesstics.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Low Context File Sharing Link(s), Suspicious Financial Request, Email Authentication, Unusual Reply To",Remediated
<dd0147868bef42b18682f0a35d8247fd@SEZPR02MB5862.apcprd02.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<PU4P216MB1182B77DD5AA5F63AF5ECA729139A@PU4P216MB1182.KORP216.PROD.OUTLOOK.COM>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain",Remediated
<b6caf76f-1369-4c52-8bdd-c5343a592060@mtl-mta05-out2>,Spam,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated
<4c9vJv3Z4bzTtcT@mail3.infoteq.com.au>,Other,Unusual Sender,Remediated
<14db02e4f20345b0b91d187ec98d8486@deansingleton.com>,Scam,Unusual Sender,Remediated
<CA+QeKzHyGzXW_Me+83bALs+T17y+Jz0ygGQnBAK+N-tuG64gHA@mail.gmail.com>,Scam,"Suspicious Link, Unusual Sender, Bitcoin Topics",Remediated
<CA+QeKzFHz1h-TN505OrsLhuPD+Kf_q7dULpdMAZ5eya6bVyJEg@mail.gmail.com>,Scam,"Suspicious Link, Unusual Sender, Bitcoin Topics",Remediated
<SG2PPFC83B48A8B65738141EDF21F18BE14A739A@SG2PPFC83B48A8B.apcprd01.prod.exchangelabs.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<SG2PPFC83B48A8B65738141EDF21F18BE14A739A@SG2PPFC83B48A8B.apcprd01.prod.exchangelabs.com>,Spam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<rNtxUxmEVTMxZI4PQtpIxrrPSLLmRcBbBrhFENBVMU@3d-mapper.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Email Authentication",Remediated
<3c9afd6d-9c37-4e85-9853-6ee94ae11bae@wearcraft.baby>,Spam,"Unusual Sender, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<ABIAaAAPJZx9hleBKdJh-qqx.1.1756178930916.Hmail.jojo@ranch-selection.com>,Spam,"Unusual Sender, Suspicious Financial Request, Email Authentication",Remediated
<251620250826207C59B35F44-5B323B6B53@semfyc.es>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<250620250824204A5C7A0D6B$AFF414BA60@semfyc.es>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<20252508202451B0D5DAE112$24702AF19C@semfyc.es>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<0d1edf1ae2854ec583e428dab55ccac5c3961203@isend.visionhumanamexico.com.mx>,Spam,"Abnormal Email Body HTML, Suspicious Link, Unusual Sender, Unusual IP Geolocation",Remediated
<CAOU8BJUmKBaisUfZA=ZXyPK0zj=uMpd4HS6YGu0L3v9TepBBxg@mail.gmail.com>,Spam,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250826041235.D468077B0D237434@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<4c9t2Z1YyvzTtbM@mail3.infoteq.com.au>,Other,Unusual Sender,Remediated
<74eda617c3b24ac1b6a87df5d13bc4f5@PRECISIONABF.COM>,Invoice/Payment Fraud (BEC),"Unusual Sender, Uncommon Attachment Type, Personal Information Theft, Suspicious Financial Request",Remediated
<11ff8fda-0afb-453b-b9c2-ebdb46544ff8@iad4s13mta0981.xt.local>,Scam,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Unusual Reply To",Remediated
<83243998498961593113131@win93194>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Email Authentication, Unusual Reply To",Remediated
<17116420287192112878869@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<e0e5a38e30744e00a7617d424c8e9df6@zesbaugh.com>,Phishing: Credential,"Unusual Sender, Uncommon Attachment Type, Personal Information Theft, Suspicious Financial Request",Remediated
<6320a7ff.22be0.198e4036e35.Coremail.emily@central-fittings.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<6320a7ff.22be0.198e4036e35.Coremail.emily@central-fittings.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<01000198e434b9a3-fb213712-ffaa-4998-bd9a-272d698ab660-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Uncommon Attachment Type, Link(s) Detected in Attachment",Remediated
<4c9s8D4R4TzTtbN@mail3.infoteq.com.au>,Other,Unusual Sender,Remediated
<40e84874-285c-41c7-bc6d-04e74e549fb4@iad4s13mta0981.xt.local>,Scam,"Unusual Sender, Invisible characters found in Email, Unusual Sender Domain, Unusual Reply To",Remediated
<a4f45db2879f4e25832d98ce152d0747@zesbaugh.com>,Phishing: Credential,"Unusual Sender, Uncommon Attachment Type, Personal Information Theft, Suspicious Financial Request",Remediated
<a4f45db2879f4e25832d98ce152d0747@zesbaugh.com>,Phishing: Credential,"Unusual Sender, Uncommon Attachment Type, Personal Information Theft, Suspicious Financial Request",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@84934714448529045.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<SY4PR01MB59460709BEF174BD34C21A5A9239A@SY4PR01MB5946.ausprd01.prod.outlook.com>,Phishing: Credential,"Low Context File Sharing Link(s), Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<6784346680568276066599@win103069>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<6784346680568276066599@win103069>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<6784346680568276066599@win103069>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<6784346680568276066599@win103069>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<6784346680568276066599@win103069>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@23832450077325838.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<22563996888001691923331@win95439>,Spam,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To",Remediated
<BulkEmail.202000012478.202001095882.15e20b.2f088707fd@shanghaikukaspecialcablecoltd-ba8a0ed6661556b.freshsales.io>,Spam,"Unusual IP Geolocation, Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@68352359572677871.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<CAMOwxDA442FgBwE-q3K=SM8jQn=y7U6qJNG0F3LSainn5x2R+g@mail.gmail.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<CAMOwxDA442FgBwE-q3K=SM8jQn=y7U6qJNG0F3LSainn5x2R+g@mail.gmail.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<CAMOwxDA442FgBwE-q3K=SM8jQn=y7U6qJNG0F3LSainn5x2R+g@mail.gmail.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<CAMOwxDA442FgBwE-q3K=SM8jQn=y7U6qJNG0F3LSainn5x2R+g@mail.gmail.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<PSAPR06MB4360F954399EF9448141B359F839A@PSAPR06MB4360.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<PSAPR06MB4360F954399EF9448141B359F839A@PSAPR06MB4360.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<PSAPR06MB4360F954399EF9448141B359F839A@PSAPR06MB4360.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<PSAPR06MB4360F954399EF9448141B359F839A@PSAPR06MB4360.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<20250826032356.13CE76DA50AA9CEC@seosolutiontechnology.site>,Invoice/Payment Fraud (BEC),"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<20250826032356.13CE76DA50AA9CEC@seosolutiontechnology.site>,Invoice/Payment Fraud (BEC),"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<CAPHP+6ogGveYu8RRAi3S54RQWmOqnZGqwa+qaL-oVJo+pYq_+g@mail.gmail.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual IP Geolocation, Personal Information Theft, Suspicious Financial Request",Remediated
<20250826032804.5291C2DF87738B62@devseoads.life>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87092786469453975.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87092786469453975.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87092786469453975.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87092786469453975.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87090592661676217.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87090592661676217.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87090592661676217.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<BN8PR06MB61772A07A2CB0417F4C1A300CF2AA@87090592661676217.namprd06.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Email Authentication",Remediated
<TYPPR06MB80507A0D73EE07820386BA469939A@TYPPR06MB8050.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<BulkEmail.202000012478.202001092312.15e20b.2f0886fa46@shanghaikukaspecialcablecoltd-ba8a0ed6661556b.freshsales.io>,Spam,"Unusual IP Geolocation, Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<202508260116.97581392007@smtp-relay.mailin.fr>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Abnormal Email Body HTML, Suspicious Link, Personal Information Theft",Remediated
<BulkEmail.202000012478.202001091522.15e20b.2f0886f725@shanghaikukaspecialcablecoltd-ba8a0ed6661556b.freshsales.io>,Spam,"Unusual IP Geolocation, Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<20250826015749.1DEA5CE861FA0D2D@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<2528399680000386720659@win86150>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Personal Information Theft",Remediated
<2528399680000386720659@win86150>,Spam,"Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<721770166.113621445.1756168473797.JavaMail.zimbra@ptd.net>,Social Engineering (BEC),"Unusual Sender, Suspicious Financial Request",Remediated
<e3dbf6d1-6f1e-4e0a-bfab-c2a216db968c@autoflowagent.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<PN0P287MB2456F7F8057C20014647C48DAF39A@PN0P287MB2456.INDP287.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<17116420287192195272167@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<4c9pQ10dcXzTtLQ@mail3.infoteq.com.au>,Other,Unusual Sender,Remediated
<9a22f7b2-aeb7-debc-47cb-cd93fe09d6ed@gmx.de>,Phishing: Credential,"Suspicious Financial Request, Unusual Sender",Remediated
<20250826035450.0AD1D08780DB6818@experienceadvertising.agency>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<9b4386b9-362c-4630-babd-afc607d117da@coontentclicks.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<1401051581.16407365.1756166612607@cell-4-7c7748c858-9jdrm>,Spam,"Unusual Sender, Abnormal Email Body HTML, Invisible characters found in Email, Suspicious Link, Unusual Sender Domain",Remediated
<47209a62-2a65-4ebc-9b29-3235f34a2aee@iad4s13mta1505.xt.local>,Scam,"Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<20250825235404.2992fb5365eedc38@mineforcegroup.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250826014614.B151EE9149B4AA3E@devseoads.life>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<e2f53a96-f617-4b1b-be4f-96f12edf3c1e@iad4s13mta1505.xt.local>,Scam,"Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<175616552195.594693.18151622347911519117@chy9-mmsc-re6>,Reconnaissance,Unusual Sender,Remediated
<CACHnjx0YaTk=MFOnbj+1fZhfBC57gOH2=s+nERDLZ77w68_jmg@mail.gmail.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<20250825233031.94ee236757fc48ff@cupcakecentral.com.au>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250825233031.94ee236757fc48ff@cupcakecentral.com.au>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250825233031.4b7c046cb64bb36b@cupcakecentral.com.au>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250826012954.DF2961B33A2D7B52@devseoads.life>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<20250825232930.1F64C65CAF@mail1.bostonmarketinggroup.com>,Phishing: Credential,"Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain",Remediated
<8212468048696865026282@DESKTOP-9DA421V>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<20250826044520.E1ACB91879BAA30F@experienceadvertising.agency>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<20250826044520.E1ACB91879BAA30F@experienceadvertising.agency>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<20250826044520.E1ACB91879BAA30F@experienceadvertising.agency>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<20250826044520.E1ACB91879BAA30F@experienceadvertising.agency>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<CAM+WdeoW-XNuLW7bpMvm5ZjQbWANG9mC6r1i=Xa8=+_AmA3pQA@mail.gmail.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<75cbe65d-7eb7-46d2-a5e1-a109ed73b183@BN2PEPF000044A6.namprd04.prod.outlook.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type",Remediated
<75cbe65d-7eb7-46d2-a5e1-a109ed73b183@BN2PEPF000044A6.namprd04.prod.outlook.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type",Remediated
<88e04bd0-c98d-b525-e66a-08c7004f28c4@gmx.de>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated
<0206d207-d415-7cec-a0d1-67e990e09be4@gmx.de>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated
