message_id,remediation_status,summary_insights
<EE80515A-773E-46D7-A010-40D1761D7776@gmail.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Email Authentication"
<EE80515A-773E-46D7-A010-40D1761D7776@gmail.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Email Authentication"
<EE80515A-773E-46D7-A010-40D1761D7776@gmail.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Email Authentication"
<EE80515A-773E-46D7-A010-40D1761D7776@gmail.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Email Authentication"
<EE80515A-773E-46D7-A010-40D1761D7776@gmail.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Email Authentication"
<1e5643f2d1e15ed5b6108e939.bcb81e1ffd.20250801090001.78db61b446.b3397b89@mail172.atl241.mcsv.net>,Remediated,"Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request, Unusual Reply To"
<!&!AAAAAAAAAAAYAAAAAAAAAJMFln25gM5KrGttz4pbdq7CgAAAEAAAADuMSoMYnrVOqQSUDxAryQkBAAAAAA==@cmjjournals.com>,Remediated,"Unusual IP Geolocation, Unusual Sender"
<78339d2a341b41e89da7bbed7ef1481b@madalenasbar.com.au>,Remediated,"Unusual Sender, Unusual Sender Domain"
<24e0240474e046139806b7075b1ca22c@madalenasbar.com.au>,Remediated,"Unusual Sender, Unusual Sender Domain"
<5212f0ec2f9047e3b342563a9b679bf5@madalenasbar.com.au>,Remediated,"Unusual Sender, Unusual Sender Domain"
<94764011961283001631608@win95439>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To"
<4uqtus5ei2w7.bWHeiS0s4VnRpYopFpAc0w2@137PT.trk.elasticemail.com>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<4uqtus7j51rc.-6hHRxb01R0ZG9J7k2p-BA2@137PT.trk.elasticemail.com>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<20250801084225.1030f69cf754d140@nexboard.app>,Remediated,"Unusual Sender, Personal Information Theft, Suspicious Financial Request, Bitcoin Topics"
<20250801084225.1030f69cf754d140@nexboard.app>,Remediated,"Unusual Sender, Personal Information Theft, Suspicious Financial Request, Bitcoin Topics"
<dee6daa6-b5f4-4726-a608-74360cb7f090@SY2PEPF00004FF4.ausprd01.prod.outlook.com>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To"
<20250801162158013356@info.hgaabsajsam.asia>,Remediated,"Unusual Sender, Unusual IP Geolocation, Email Authentication, Unusual Reply To"
<20250801162158013356@info.hgaabsajsam.asia>,Remediated,"Unusual Sender, Unusual IP Geolocation, Email Authentication, Unusual Reply To"
<cm.1824317698088.gllutdd.duurltdjjj.d@cmail19.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft"
<cm.1824317698088.gllutdd.duurltdjiy.d@cmail19.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Personal Information Theft"
<20250801161946.77565-{15805:20250729120745-15805-47}-0014706@newsletter.lightlove.asia>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link, Unusual Reply To"
<b6bd8856-eefd-44c7-84e9-58543d4616b6@AZExchange.shipowners.co.uk>,Remediated,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Personal Information Theft, Suspicious Financial Request, Email Authentication"
<27900362494344532915655@DESKTOP-Q0G9EOT>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To"
<4dcb496ef8954bac8c61d3694e016e19_CA+yUTVCewPvAu1=QMstzz1BmK6_i0Nvw1eoMHdkgHnnzxB4cEg@mail.gmail.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<9476401196128587130820@win95439>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To"
<94764011961282409915035@win95439>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request, Unusual Reply To"
<!&!AAAAAAAAAAAuAAAAAAAAAOhFxi9tqf9Ji+pFVCMOXfcBAMO2jhD3dRHOtM0AqgC7tuYAAAAAAA4AABAAAAAaW+Q0HmO3R5+q7y5GPp+AAQAAAAA=@mediresonlinepublish.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link"
<SY8P282MB479263ECA163AF3BBA41500D9626A@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<SY8P282MB479263ECA163AF3BBA41500D9626A@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<175403448514791024480@research-journal-submission.com>,Remediated,"Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAAEcN4nIGfhxFkv4W8KrM4ZsBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<AI6A3AAdJR6pXwHMfecpkqo9.1.1754033949136.8697207.kimberly@ease-riskpro.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAACc5mRxg0F9JrXt15P4ZTEkBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<CALRVjBA7TRT19GuvdUh6m56moaPmbi2_aLJYFn-Bo+PThKRccw@mail.gmail.com>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAALaPQmi2BrRIm6ekf5mk5PMBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAAC6NwD7v3slBm6nxpbbtcLUBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<CAHMQCvT-TFSiXgAnKX1=PBh5MES8N46AqKuG4JdMKi1BhcaAGw@mail.gmail.com>,Remediated,"Unusual IP Geolocation, Unusual Sender"
<64f4ad304a3a273ebf7fe36bf.3c5f1da656.20250801072928.22b3f2e7cc.82465ea5@mail12.atl261.mcdlv.net>,Remediated,"Suspicious Link, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<64f4ad304a3a273ebf7fe36bf.928a175189.20250801072928.22b3f2e7cc.514ffc89@mail12.atl261.mcdlv.net>,Remediated,"Suspicious Link, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<64f4ad304a3a273ebf7fe36bf.af11ac90cb.20250801072928.22b3f2e7cc.95ce3655@mail12.atl261.mcdlv.net>,Remediated,"Suspicious Link, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<64f4ad304a3a273ebf7fe36bf.ba1fad77b8.20250801072928.22b3f2e7cc.e5f3b9d4@mail12.atl261.mcdlv.net>,Remediated,"Suspicious Link, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<64f4ad304a3a273ebf7fe36bf.07d54f5f28.20250801072928.22b3f2e7cc.f5d3d75c@mail12.atl261.mcdlv.net>,Remediated,"Suspicious Link, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAABk4heR0Kq9Mqm3q/6eJNRMBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAACLLjqz1qLBLgGVILTtT0ykBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAAF3TxtcON55AvaB08l5QCqgBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAACBZy5j/wVBMpPLmjmbW6r4BAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<!&!AAAAAAAAAAAYAAAAAAAAAHROYw3wUYBJq/lUvkeI2LDCgAAAEAAAAGEKHqXb57hMt6FNkxKQbSQBAAAAAA==@cmiperspective.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<20250801152616.59312-{15805:20250729120745-15805-47}-0006117@info.piaodiandian.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To"
<70404021119282546218560@win86150>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft"
<Wt4QVMWY1FqjqzG0s833PVuJ4bERONV9Rgb545rPtE@mail-serve.hagro.cn>,Remediated,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain"
<Wt4QVMWY1FqjqzG0s833PVuJ4bERONV9Rgb545rPtE@mail-serve.hagro.cn>,Remediated,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain"
<GwMS2l8i9ZnEOCEcOwx0JOmld0J8nzcRbLNGlbhZpA@mail-serve.hagro.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender, Suspicious Financial Request"
<pXwZelpoh4wzvYLrr78vo8pecdQ1KczE76qJRLEP6ko@mail-serve.hagro.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request"
<XomkBe22D5aJsujM5sljoIOoPkf5cjCaboyAHdNFyFo@mail-serve.hagro.cn>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<94764011961282451414183@win95439>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<94764011961282547015270@win95439>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<CAPXXp6P9t0mUkQF=o+a=OXMmO0qgXTkdgScuvT7uP5afveUTkA@mail.gmail.com>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<8920411943264193787921@administrator>,Remediated,"Unusual Sender, Unusual Sender Domain"
<f3bc4de60501f9156b31a9db13a622b0@buildtechsolutionsg.com>,Remediated,"Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain, Personal Information Theft"
<xWNUBdO1R7-ySMnNCllc8w@geopod-ismtpd-19>,Remediated,"Suspicious Fax or Voicemail notification, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Unusual Reply To"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<697470703074555.2.BVB8514583613@stanbertoffers.click>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<JH0PR02MB78973F6DD210B0AD1F62761FE226A@JH0PR02MB7897.apcprd02.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<JH0PR02MB78973F6DD210B0AD1F62761FE226A@JH0PR02MB7897.apcprd02.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<JH0PR02MB78973F6DD210B0AD1F62761FE226A@JH0PR02MB7897.apcprd02.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<JH0PR02MB78973F6DD210B0AD1F62761FE226A@JH0PR02MB7897.apcprd02.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<CANWBKZszcG1ivp14jhLZH=ovC_ncRt=cgQswiF4gWFAk=52eYQ@mail.gmail.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request"
<!&!AAAAAAAAAAAYAAAAAAAAACfvF+jwmqVNuBlKewIkKLjCgAAAEAAAAEyyTbDzbvJOmSn1e7y7itwBAAAAAA==@attendeesmoniter.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Personal Information Theft"
<OSCPR01MB13102AA99A5B3A304A3101DDAD426A@OSCPR01MB13102.jpnprd01.prod.outlook.com>,Remediated,"Unusual Sender, Suspicious Financial Request"
<DU0PR10MB7922EC35772ABB44664B120D8526A@DU0PR10MB7922.EURPRD10.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<DU0PR10MB7922EC35772ABB44664B120D8526A@DU0PR10MB7922.EURPRD10.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<DU0PR10MB7922EC35772ABB44664B120D8526A@DU0PR10MB7922.EURPRD10.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<DU0PR10MB7922EC35772ABB44664B120D8526A@DU0PR10MB7922.EURPRD10.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<PU4P216MB1684636E4E25B83803BD856CDE26A@PU4P216MB1684.KORP216.PROD.OUTLOOK.COM>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<PU4P216MB1684636E4E25B83803BD856CDE26A@PU4P216MB1684.KORP216.PROD.OUTLOOK.COM>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<CALAHe+c79G-PpyWvuA7itPSDxa4qxkwvO3dzO1NRVivgnOM3QQ@mail.gmail.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<27900362494344246931876@DESKTOP-Q0G9EOT>,Remediated,"Unusual Sender Domain, Unusual IP Geolocation, Unusual Sender, Email Authentication"
<fa7480c2-153c-83f1-4bde-aed8e9513bdb@minderoo.org>,Remediated,"Uncommon Attachment Type, Unusual Sender"
<d563c2b0-d4a8-f5fb-eff8-d7408106ec93@wyloometals.com>,Remediated,"Uncommon Attachment Type, Unusual Sender"
<SI2PR04MB42826DB6E0FBF67258DB8A5CDE26A@SI2PR04MB4282.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SI2PR04MB42826DB6E0FBF67258DB8A5CDE26A@SI2PR04MB4282.apcprd04.prod.outlook.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SE1P216MB1542DCF1B2E1672F6BDBFD229E26A@SE1P216MB1542.KORP216.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<SE1P216MB1542DCF1B2E1672F6BDBFD229E26A@SE1P216MB1542.KORP216.PROD.OUTLOOK.COM>,Remediated,Unusual Sender
<1855417564.189645136.1754027498500@mta0203.messagegears.net>,Remediated,"Unusual Sender, Unusual Sender Domain"
<154300994576C6BA5DB03E5671A74F4F276B76FF64@LEDLIGHTGMBH.COM>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Unusual Reply To"
<SG2PPF0948F2551540E443E2488AC6312688026A@SG2PPF0948F2551.apcprd01.prod.exchangelabs.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<ba78011500e0b5c783f2e2afd82d6621ea9c4bd0@certifiedtrainingprograms.org>,Remediated,Unusual Sender
<CANMzjnpOnpQdwNWW5kS7KdhyJ+k3LX2rvaco+XuSZuF9kvss4g@mail.gmail.com>,Remediated,"Unusual Sender, Abnormal Recipient Pattern, Unusual Reply To"
<20250801130503.12736-{15805:20250729123942-15805-82}-0039542@info.iddouya.top>,Remediated,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To"
<8AF759BCBD1D35726578BE577D3CF3CF@TRADEADVISE.CN>,Remediated,"Unusual IP Geolocation, Unusual Sender"
<CANTFgq6UamoKGZss+sZMz1xs0z8-jvS++4ydx0GBgp_X5cO_gg@mail.gmail.com>,Remediated,"Unusual Sender, Link(s) Detected in Attachment, Personal Information Theft"
<20250731023235.B727CDDADA8376E6@wellspringdigital.life>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication"
<20250731195637750351@info.hgaabsajsam.asia>,Remediated,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To"
<20250731200249067531@info.hgaabsajsam.asia>,Remediated,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To"
<CAFVOFG1n6YLtMQ8PvzdBk2ZHcDw4iZ8wehcv0sTCi66E=0wcOg@mail.gmail.com>,Remediated,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Personal Information Theft"
<377654caeb23f5e5c9ecff337b9a154e@datashare.maps.vic.gov.au>,Remediated,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Suspicious Financial Request"
<6TG8XYSSTQU4.3L8OVJUIRPKQ1@ceigorgau.s05.apj1.teams-events.com>,Remediated,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain, Unusual Reply To"
<CANmrGHo=n6_WqrnkH+ZFDEexj2VCTHTgeTTdLGeuDbP1zMMfNA@mail.gmail.com>,Remediated,Unusual Sender
<792984664.777141.1754022084284@mail.yahoo.com>,Remediated,Unusual Sender
<0108019863d996be-ba526ce4-29a2-4b3d-b506-aa82d6535b15-000000@ap-southeast-2.amazonses.com>,Remediated,"Abnormal Email Body HTML, Unusual Sender"
<3532486858048313517957@DESKTOP-CRJ3LE3>,Remediated,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<SL2P216MB114499747132DEA9CE1C9298B526A@SL2P216MB1144.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<PUWP216MB2448823A4C4B3E838CBED334C526A@PUWP216MB2448.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<PUWP216MB2448823A4C4B3E838CBED334C526A@PUWP216MB2448.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<PUWP216MB2448823A4C4B3E838CBED334C526A@PUWP216MB2448.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<PUWP216MB2448823A4C4B3E838CBED334C526A@PUWP216MB2448.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
"<Share-d05fb7a1-600f-5000-ad46-361e3bed6133,d05fb7a1-600f-5000-ad46-361e3bed6133-9fb71a4f-bfaf-44c9-b6c9-080905361224-r0-SendEmail-rh_ase-aid_837f6c3d-278f-4c6e-88cb-958ed8a122fc@odspnotify>",Remediated,"Suspicious Fax or Voicemail notification, Unusual Sender, Low Context File Sharing Link(s), Unusual Sender Domain, Suspicious Financial Request"
<SE1P216MB2548B4F1534F62D231FC89E68726A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SE1P216MB2548B4F1534F62D231FC89E68726A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SE1P216MB2548B4F1534F62D231FC89E68726A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<SE1P216MB2548B4F1534F62D231FC89E68726A@SE1P216MB2548.KORP216.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Abnormal Recipient Pattern"
<1391415828.16637431.1754021331881.JavaMail.zimbra@hlfservices.in>,Remediated,"Unusual IP Geolocation, Unusual Sender, Abnormal Recipient Pattern, Personal Information Theft, Suspicious Financial Request, Unusual Reply To"
<SE1P216MB229734D0083DC9515A1F0453E226A@SE1P216MB2297.KORP216.PROD.OUTLOOK.COM>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<SE1P216MB229734D0083DC9515A1F0453E226A@SE1P216MB2297.KORP216.PROD.OUTLOOK.COM>,Remediated,"Abnormal Recipient Pattern, Unusual Sender"
<Nl1NNzZDRFWao2HnEHBO_g@geopod-ismtpd-26>,Remediated,"Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<NOlbiMMpTsmPFCp1tvaz5w@geopod-ismtpd-12>,Remediated,"Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<mWoWljGySLSZMQA4ShVT2Q@geopod-ismtpd-27>,Remediated,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To"
<6d6b658f-03d2-5d14-6bcb-8a5fa61ddba6@meetbrillwoodcapital.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<0.0.4A.593.1DC02972471BDF8.1550@work007.corleone>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<1274701635.416989.1754019875593@mail.yahoo.com>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<919495455.301148.1754019667668@mail.yahoo.com>,Remediated,"Unusual Sender, Unusual IP Geolocation"
<4a79dbfe.bbb8.19863af3994.Coremail.liziqing1107@163.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Suspicious Link"
<20250801014339.C836DFAC877F305B@devseoads.life>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain"
<MEAP282MB0406B13CAAEE99150DCE32CBDA26A@MEAP282MB0406.AUSP282.PROD.OUTLOOK.COM>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request"
<bcff9712dabfd49f236fe2cbbd6e39c8@phsummitunityconvergence.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Personal Information Theft"
<bcff9712dabfd49f236fe2cbbd6e39c8@phsummitunityconvergence.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Personal Information Theft"
<CAKF0K7Y6dqhc1R2zg1UA_O4SvLQ_ZG1pMb-EsfDxXg4AyDbSDg@mail.gmail.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<CAKF0K7Y6dqhc1R2zg1UA_O4SvLQ_ZG1pMb-EsfDxXg4AyDbSDg@mail.gmail.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<CAKF0K7Y6dqhc1R2zg1UA_O4SvLQ_ZG1pMb-EsfDxXg4AyDbSDg@mail.gmail.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<CAKF0K7Y6dqhc1R2zg1UA_O4SvLQ_ZG1pMb-EsfDxXg4AyDbSDg@mail.gmail.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<91acecb4-e79b-4a3a-9a1c-c24ba41aa49c@picklevisuals.com>,Remediated,"Unusual Sender, Suspicious Link, Unusual Sender Domain"
<21203450419442020316034@win103069>,Remediated,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To"
<7ce384e8c776cd1c08bfa6bd3.209d0bebb8.20250801024437.5a5601b21a.9b981ebd@mail22.suw231.rsgsv.net>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<7ce384e8c776cd1c08bfa6bd3.209d0bebb8.20250801024437.5a5601b21a.9b981ebd@mail22.suw231.rsgsv.net>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<7ce384e8c776cd1c08bfa6bd3.209d0bebb8.20250801024437.5a5601b21a.9b981ebd@mail22.suw231.rsgsv.net>,Remediated,"Unusual Sender, Unusual Sender Domain, Unusual Reply To"
<369ca0a1-b852-1c6a-9c0f-7313c808c02c@verifiedbadgesform.com>,Remediated,"Suspicious Fax or Voicemail notification, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Link, Personal Information Theft"
<ca2d1a03-977a-sl36-4a1f-b968-10a3626749c4@aryantraautomate.site>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
<dd2c01dc028b$baa111e0$2fe335a0$@googleseoresults.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<36321522277046@iZhaj2mrvexc45Z>,Remediated,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain"
<yWhDfUDwGVNmyXLQx2RDiCfj5XmnbtKpKfAFmAqXHs@copiaperth.com>,Remediated,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication"
<0CC1FCA5-DE2B-497C-9BFD-5C92B4CA770E@icloud.com>,Remediated,"Unusual Sender, Suspicious Financial Request"
<86643d8a-6dc1-436b-aeeb-656c21a9dd1c@operagents.ai>,Remediated,"Unusual Sender, Suspicious Link"
<F2EDE69A-CDA7-409F-8739-8EE6C2DEF562@icloud.com>,Remediated,"Unusual Sender, Suspicious Financial Request"
<94007946-973A-472E-AD4F-CE81C54FAF27@icloud.com>,Remediated,"Unusual Sender, Suspicious Financial Request"
<LHzkGorrTh6L3eFKkPUgRQ@geopod-ismtpd-6>,Remediated,"Suspicious Link, Unusual Sender, Unusual Sender Domain"
<184c01dc0289$786e9380$694bba80$@googleseoresults.com>,Remediated,"Unusual Sender, Unusual Sender Domain"
<edd59865-b3bc-sl21-4f3e-b16c-ac017658401e@scalewitharyantra.com>,Remediated,"Unusual IP Geolocation, Unusual Sender Domain, Suspicious Link, Unusual Sender"
