email_message_id,threat_tactic_name,abnormal_security_threat_summary_insights,abnormal_security_threat_remediation_status
<113420250817215F7A29F84F-7A1DE2CA3B@olphselma.org>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<aed1bee72725b05edaf9017a886e8e0a@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<aed1bee72725b05edaf9017a886e8e0a@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<aed1bee72725b05edaf9017a886e8e0a@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<aed1bee72725b05edaf9017a886e8e0a@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<7fa904b3c414645a03e64d6ff4d8c45c@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<7fa904b3c414645a03e64d6ff4d8c45c@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<7fa904b3c414645a03e64d6ff4d8c45c@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<7fa904b3c414645a03e64d6ff4d8c45c@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<0425e018094b252e6dcc00251150b5a1@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To",Remediated
<0425e018094b252e6dcc00251150b5a1@157.254.221.105>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To",Remediated
<010001989c7e3cb5-402358ee-377a-4be1-be07-2fc5978b6e21-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<SY8P282MB479267D1FA865E2A51A2264E962BA@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>,Phishing: Credential,"Uncommon Attachment Type, Unusual Sender",Remediated
<SY8P282MB479267D1FA865E2A51A2264E962BA@SY8P282MB4792.AUSP282.PROD.OUTLOOK.COM>,Phishing: Credential,"Uncommon Attachment Type, Unusual Sender",Remediated
<023d6309-a4e2-4ae2-bd6d-3b03f4a953f3@mtl-mta05-out2>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated
<115220250807217AE062CD27$A07E0A8A92@olphselma.org>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<20251108210459744B5232FB-92935DC978@olphselma.org>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<SEYPR02MB62429340016555EAE702C87BBE2BA@SEYPR02MB6242.apcprd02.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<SEYPR02MB62429340016555EAE702C87BBE2BA@SEYPR02MB6242.apcprd02.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<SEYPR02MB62429340016555EAE702C87BBE2BA@SEYPR02MB6242.apcprd02.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<SEYPR02MB62429340016555EAE702C87BBE2BA@SEYPR02MB6242.apcprd02.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<c94ab4f0-0b2c-412e-a2b8-866354f1b792@ML1PEPF00011307.ausprd01.prod.outlook.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<SYAPR01MB2557149008ED9E4A3FC44DBBF12BA@SYAPR01MB2557.ausprd01.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern, Unusual IP Geolocation, Personal Information Theft",Remediated
<5L7JXL34L55MH8B5YWHY@watchbrightoption.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<20250812115953414872@mail.hgpuygjbm.asia>,Spam,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
-,Spam,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
-,Spam,"Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<20250812114339281618@mail.hgpuygjbm.asia>,Scam,"Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<20250812114339281618@mail.hgpuygjbm.asia>,Scam,"Unusual Sender, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
-,Spam,Unusual Sender,Remediated
<644040295566412262627@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<644040295566412262627@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<644040295566412262627@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
-,Spam,Unusual Sender,Remediated
<644040295566412262627@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<64404029556641654423326@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<64404029556641654423326@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<6440402955664301113390@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<6440402955664301113390@WIN-7075HBCK1KR>,Spam,Unusual Sender,Remediated
<f2d29464fb15e8ebbee6b6963.190d335aab.20250812033923.1b007175e0.95efbc5b@mail21.suw15.mcsv.net>,Phishing: Credential,"Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<8ab2714a-0663-4063-b2f9-333faa19d2ae@alibaba.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Reply To",Remediated
<CD9RCD92PBA4UW0CRWHP@driveefficientprocess.com>,Reconnaissance,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<H7R905QPXAB5PQIG2K6J@blendcleardirection.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<3V8KTADE05462MN8OGWY@cyberpriory.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<20250812112200986027326@gemei-group.com>,Spam,"Unusual Sender, Suspicious Financial Request",Remediated
<20250812112200986027326@gemei-group.com>,Spam,"Unusual Sender, Suspicious Financial Request",Remediated
<01e001dc0b38$3cf38a60$b6da9f20$@com>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<249967dc-f595-46a4-b7dd-ebbf0c640800@pittstate.edu>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Email Authentication",Remediated
-,Spam,"Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<1754968677819.216467.a5393febff71b119c46b6e8af22c4b6e732c599c@spica.telekom.de>,Scam,"Unusual IP Geolocation, Unusual Sender, Invisible characters found in Email, Email Authentication, Unusual Reply To",Remediated
<17819574.85476.1754968607821@webmail.register.it>,Social Engineering (BEC),"Unusual Sender, Unusual IP Geolocation, Suspicious Financial Request",Remediated
<2A.C2.53931.EAFAA986@i-09b57cac9f5f04417.mta1vrest.sd.prd.sparkpost>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Unusual Reply To",Remediated
<e1fc2537-a6f1-425c-b02c-91c0ee1b3837@mydarknode.com>,Spam,Unusual Sender,Remediated
<abecedb2208547a48e3d901f0a9e6979@SY2PR01MB3132.ausprd01.prod.outlook.com>,Other,Unusual Sender,Remediated
<1c14af4a-b9c9-0595-45d5-41018cf14cfc@carmichaelpartnersau.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Link, Suspicious Financial Request",Remediated
<tencent_C7D36BC9D3160F0F9C55720532AB78513708@qq.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request",Remediated
<tencent_C7D36BC9D3160F0F9C55720532AB78513708@qq.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request",Remediated
<tencent_C7D36BC9D3160F0F9C55720532AB78513708@qq.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request",Remediated
<tencent_C7D36BC9D3160F0F9C55720532AB78513708@qq.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request",Remediated
<tencent_C7D36BC9D3160F0F9C55720532AB78513708@qq.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request",Remediated
<CADNuR4Xu4LMLzezrtGq=z_=zeAz0a09Q7MuD-g_cF=+ViO0QAQ@mail.gmail.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<CADNuR4Xu4LMLzezrtGq=z_=zeAz0a09Q7MuD-g_cF=+ViO0QAQ@mail.gmail.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<7852400721672214441430@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation",Remediated
<96e4cfc9-1245-8f56-a5bc-6306faae1a6a@guziwest.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<TYSPR01MB60098A8073C65A2553A32F03F52BA@TYSPR01MB6009.apcprd01.prod.exchangelabs.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<Share-c4794fe5-020d-4ebb-8fad-8140f8ef899a-5ff6dda0-456a-473e-a729-65e57469279c-r0-SendEmail-rh_ase-aid_956e2655-4e51-418f-9e74-54b993bd5f9b@odspnotify>,Phishing: Credential,"Low Context File Sharing Link(s), Unusual Sender, Invisible characters found in Email, Suspicious Link",Remediated
<bb56f41b-116d-f2d4-3f30-def188794e88@guziwest.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<0c7d4625-f69f-118f-c81a-7b666832303c@guziwest.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<27NSF0jRexvmbS0GVBmYmrMeFVKoeCMmFNV2xoXk@internal.e-post>,Spam,"Suspicious Link, Unusual Sender, Invisible characters found in Email, Unusual Sender Domain",Remediated
<194483690218882130528757@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication",Remediated
<194483690218882130528757@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<194483690218882130528757@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<194483690218882130528757@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<194483690218883198524595@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<194483690218883198524595@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<194483690218883198524595@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication",Remediated
<194483690218883198524595@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
-,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<194483690218882201628089@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<CAOcw8jZ4GEK0YO=yfQb-EdQeMswPCio=tWOXTxG0yg=Bq_SO8A@mail.gmail.com>,Spam,"Unusual Sender, Uncommon Attachment Type, Unusual IP Geolocation",Remediated
<CAOcw8jZ4GEK0YO=yfQb-EdQeMswPCio=tWOXTxG0yg=Bq_SO8A@mail.gmail.com>,Spam,"Unusual Sender, Uncommon Attachment Type, Unusual IP Geolocation",Remediated
<19448369021888438421821@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication",Remediated
<f0ef7e92-4c25-4eaa-8401-640fe5a1effb@SY3PEPF0000A725.ausprd01.prod.outlook.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<b419646b3821f071b47d7817c.b48e632e4e.20250812021032.cec2424c04.f768ac74@mail82.suw11.mcdlv.net>,Phishing: Credential,"Suspicious Link, Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<3fe9c43a-d6ea-127a-4c97-88390201972f@emirprimarycare.com>,Phishing: Credential,"Unusual IP Geolocation, Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<b419646b3821f071b47d7817c.a57f802262.20250812020336.cec2424c04.1a98a065@mail82.suw11.mcdlv.net>,Phishing: Credential,"Suspicious Link, Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<PU4P216MB14408018FFFF6CF5C8B1FCAF9C2BA@PU4P216MB1440.KORP216.PROD.OUTLOOK.COM>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<PU4P216MB14408018FFFF6CF5C8B1FCAF9C2BA@PU4P216MB1440.KORP216.PROD.OUTLOOK.COM>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<bdd04061-e752-5002-174b-f285367ab0d9@aim-ltd.uk>,Phishing: Credential,"Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain",Remediated
<autogen-java-b7fc28b4-e9c4-4d2e-80b9-ed53b454c412@google.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request",Remediated
<3CBRLFDHD7KVBLHUE3A2@solvegreenproblem.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<20250812034149.004F2BE2DFB840DB@sydneyseoguru.services>,Spam,"Unusual Sender Domain, Unusual Sender, Unusual IP Geolocation, Suspicious Financial Request",Remediated
-,Phishing: Credential,"Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Unusual Sender, Unusual Reply To",Remediated
<TOE24COY2RF91HDWFY6H@watchbrightoption.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<8SJAKKJ66UD8MHN1Y18Y@boostsustainablemarket.com>,Reconnaissance,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<3c19027c-c955-45fd-b712-74b667d62d79@hqhfsym.com>,Spam,"Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<T4AS5UI0GZBNH94YG6FP@forgeoftech.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<ad5917ce-6131-5b25-31d8-5ac6416d2223@aim-ltd.uk>,Phishing: Credential,"Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Link(s) Detected in Attachment, Unusual Sender Domain",Remediated
<XS7L19AVIK25GYEQBJNE@watchuniqueoption.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<CAK_r7h4UOs8V-QXwNZf_TX_GJiJq3o2b9pTZJJDOxfF9Hx-9YQ@mail.gmail.com>,Spam,"Unusual Sender, Personal Information Theft, Suspicious Financial Request",Remediated
<FEA4QWUZA4FWTISLTWYV@softswatches.com>,Reconnaissance,"Unusual Sender, Unusual Sender Domain",Remediated
<a2b289eb-28c8-2367-7422-0b7235ec43b9@scadevelopment.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<CABfsAQRtdVBFuys2hXHD=oDDQoUscGZTziXg_FE9m8QvuJmZkw@mail.gmail.com>,Reconnaissance,Unusual Sender,Remediated
<4a5deb61-e607-aa62-74c2-7f1e2e3008bb@scadevelopment.com>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<f336132d-264c-a091-b303-a52275c04ba7@scadevelopment.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<5c4eb95a-c1ef-4f57-8d4d-e114981c47a6@mycreate28.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Link",Remediated
<UTWO7A5JB8Z3DOZVEIBG@driveefficientvalue.com>,Reconnaissance,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<ISF1UVT22ON3LPYD0ZGY@createefficientasset.com>,Reconnaissance,"Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<CAAp5c_yMCJWb5J5JnsDJ6rMUOBU_gVg+DErwrtsAoTksb7jt4Q@mail.gmail.com>,Spam,Unusual Sender,Remediated
<292c6c32-31ae-783c-f5ce-2fd9ad0c2242@foundationstfc.co.uk>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft",Remediated
<FCECB960-C523-4FBF-B225-B5339961E49B@gmail.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Suspicious Financial Request",Remediated
<9d87baf7-2ebe-820d-9d96-226f303c2889@owensyurik.law>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<33601254920921@iZcdjd14r7r2nlZ>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain, Suspicious Financial Request",Remediated
<4TP7LX8DV71MJTIM0RGO@astrogearhub.com>,Reconnaissance,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<20250812021027.C71D2169C382C1B8@247paidads.digital>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation",Remediated
<7f03593c-3418-8722-7471-b93c11d11b12@owensyurik.law>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<20250812073422618164@email.tradetpt12.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<e70e6d6de1b38f3bcdddaac5a226c0e9@swift.generated>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request",Remediated
<d0e46627-c696-4a8c-a2ca-a38c8fcdfbfb@SY3PEPF0000A727.ausprd01.prod.outlook.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<86d753e8-9c29-4f5b-b529-ef6529d7a265@thesitesnstores.co>,Spam,Unusual Sender,Remediated
<7ac3c50021026dbd752a4168bc6fa6fe@riskresolvation.com>,Scam,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Suspicious Financial Request",Remediated
<40ddd35d-581d-2466-9611-00fd74e0ca26@foundationstfc.co.uk>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft",Remediated
<19448369021888756127123@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication",Remediated
<7f95e390e76116e565d8c3d44eb60993@conferencephhub.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain, Suspicious Financial Request",Remediated
<7f95e390e76116e565d8c3d44eb60993@conferencephhub.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Uncommon Attachment Type, Abnormal Recipient Pattern, Unusual Sender Domain, Suspicious Financial Request",Remediated
<231b301dc0b18$767ce710$6376b530$@sinclair.co@edirectz.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Email Authentication",Remediated
<2299d01dc0b18$2c7afad0$8570f070$@sinclair.co@edirectz.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Financial Request, Email Authentication",Remediated
<20250811233007.55a9e6653659d817@cupcakecentral.com.au>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250811233007.55a9e6653659d817@cupcakecentral.com.au>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250811233005.b1e460b5eea1da9f@cupcakecentral.com.au>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250812011830.EDE4C7A2E7472EA8@seomart.digital>,Scam,"Unusual Sender, Unusual IP Geolocation",Remediated
<194483690218883246720183@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication",Remediated
<CAFs-bkQK14f=XFr2E0Y=HU4FmGgu_SvzjYaJsQDTTj2iS9BuLw@mail.gmail.com>,Phishing: Credential,"Low Context File Sharing Link(s), Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<113520250859158A5194F8A9$0BAA2165C7@dicocolombia.com>,Other,"Unusual Sender, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated
<2268d32083aa81c073ba63c8715ef872@swift.generated>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<177f6412888c46e860e258393fa89cb6@swift.generated>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Email Authentication",Remediated
<1754951881_2378723@mail.skynetbb.com>,Other,"Unusual Sender, Suspicious Financial Request, Email Authentication",Remediated
<hwllJDlg-bK_raeN906oPA@notifications.google.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<CH0PR07MB8779FA72BAFF4B0691BC65F1BB28A@CH0PR07MB8779.namprd07.prod.outlook.com>,Phishing: Credential,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<TYPPR01MB78395737175CF9613A61D4F1C828A@TYPPR01MB7839.apcprd01.prod.exchangelabs.com>,Scam,Unusual Sender,Remediated
<e3713f27-c2af-fed9-9a47-e387180fd74d@web.de>,Phishing: Credential,"Suspicious Financial Request, Uncommon Attachment Type, Unusual Sender",Remediated
<db12e8f4-a1bb-88c5-5cc4-3197dba1826b@web.de>,Other,"Uncommon Attachment Type, Unusual Sender",Remediated
<PU4P216MB1501B24105937DA8C5771ACDE228A@PU4P216MB1501.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<689a5dc7.050a0220.14700e.f8d1@mx.google.com>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<7852400721672209945185@win97020>,Spam,"Unusual Sender, Unusual IP Geolocation",Remediated
<20250811230019.165F1C5F256E821D@wellspringdigital.life>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<13df97ee45d176b35f49f423b615c693@swift.generated>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Email Authentication",Remediated
<20250811204907.789ed9a56152cef8@reply.thechristianbetrayalcoach.com>,Spam,"Unusual Sender, Abnormal Email Body HTML, Suspicious Link, Bitcoin Topics, Unusual Reply To",Remediated
<UWTXAATVBU$UAYXCXWXYXTCA@mail-out.via.act-on.net>,Phishing: Credential,"Unusual Sender, Suspicious Link, Suspicious Financial Request",Remediated
<2640399680000207416694@win86150>,Scam,"Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<2640399680000207416694@win86150>,Spam,"Unusual Sender, Unusual Sender Domain, Personal Information Theft",Remediated
<mid-01K2DAMAVFTJVK8H7Y2J76DQV9@k3.send.joinequ.com>,Spam,"Unusual Sender, Abnormal Email Body HTML, Invisible characters found in Email, Unusual Sender Domain, Personal Information Theft, Suspicious Financial Request, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<19448369021888238141702@DESKTOP-Q0G9EOT>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Email Authentication, Unusual Reply To",Remediated
<010001989aaf71af-2ae79ca6-c4a3-4484-8402-7cc4a9de9951-000000@email.amazonses.com>,Phishing: Credential,"Abnormal Email Body HTML, Suspicious Link, Unusual Sender, Unusual Sender Domain",Remediated
<20250811123057.74F5A0F5C96F5F5E@aabghk.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250809233406.EC84473563279309@digitalmarketingagency.tech>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To",Remediated
<KL1PR06MB737712F64E9DC684554F0F93A228A@KL1PR06MB7377.apcprd06.prod.outlook.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<KL1PR06MB737712F64E9DC684554F0F93A228A@KL1PR06MB7377.apcprd06.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<CAKzyMJULv7ggnG=MPyumrgK9tr0D1z_cMiUMypUct_g92RVbAA@mail.gmail.com>,Scam,Unusual Sender,Remediated
<20250808233909.9D15F21F835725B4@digitalmarketingagency.tech>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To",Remediated
<20250808233909.9D15F21F835725B4@digitalmarketingagency.tech>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To",Remediated
<20250808233909.9D15F21F835725B4@digitalmarketingagency.tech>,Spam,"Unusual Sender, Unusual Sender Domain, Email Authentication, Unusual Reply To",Remediated
