InternetMessageID,SublimeFlaggedRuleName,
Credential phishing: Suspicious e-sign agreement document notification,0198edf8-19da-7648-9b6a-54fbd5d857c4,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-217cafec-0775-46b1-a7a9-8d6d9297e44c-r0-SendEmail-rh_ae-aid_31ddacbf-7b0b-44d2-8208-9f0eacd929f7@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-fa1d-7a43-9a85-d5de356858b4,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-393a80f2-bfc2-434c-b1c1-6a940d050b3b-r0-SendEmail-rh_ae-aid_3d07ef25-1e8c-47f8-af61-bdc68d06627b@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-d464-7a9c-afb1-18b1c3b6c058,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-57d65b05-87f7-4bc4-baf8-7150295e12e1-r0-SendEmail-rh_ae-aid_9aeff04a-32d9-4dfb-ab5f-e517ac7ea616@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-cac3-74de-b02e-de95fbfd6d7d,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-58857a1a-9f69-483e-9244-9e086c310f7b-r0-SendEmail-rh_ae-aid_c498eebb-e198-4a77-9832-0f4045b9158c@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-b8d0-7b01-adf6-cb45e263f472,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-5af2c03b-a9b1-4d47-a9e0-88b149e939fc-r0-SendEmail-rh_ae-aid_976abbf0-cc83-41bc-9d4a-720f26b7cf49@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-a17c-772a-9c9a-c6319a6b7e7c,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-3cf75d82-1d64-499a-9cd9-fe8607e8c5d6-r0-SendEmail-rh_ae-aid_39b22b68-0d9d-4e6b-925e-905cebd0cd68@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-9481-7a0c-b9ae-63a870e2ff39,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-b1927dab-5442-41ab-82f5-6957461da525-r0-SendEmail-rh_ae-aid_e658317b-e153-4158-b89a-2bf4e0b1837c@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-8652-7889-970a-cb01ac2fa4c3,<SpoImmediateAlert-df3a37fc-eabd-4111-9846-4e7f9ecd0fa5-4160f3fc-e23f-43e3-9dfa-b20705722e14-r0-SendEmail-rh_ae-aid_811404b2-b9fc-4380-bebe-820f423dce5f@odspnotify>
Credential phishing: Suspicious e-sign agreement document notification,0198ee5b-6009-7c3a-b3b4-f91b88552eb1,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-1b03a6ca-7678-40da-a4cc-8de2d1a1d062-r0-SendEmail-rh_ae-aid_220a8f57-2355-4680-8620-2153fc49e665@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf9-b3f0-79c8-b4e0-3592954cde45,"<SpoImmediateAlert-8dd2e9f4-a02f-42e6-80d8-674406b23a08,8dd2e9f4-a02f-42e6-80d8-674406b23a08-358617dc-27fb-46fa-8357-e023ed899ca1-r0-SendEmail-rh_ae-aid_7ba8e7df-1f35-4948-a9d0-8d1fe09f03e1@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee5b-5d38-7244-bf09-4a006c6eb9cc,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-5d78528c-b44b-432b-a239-ab34adfc92ac-r0-SendEmail-rh_ae-aid_5b6e7855-f229-4c6e-9e40-685ecde51060@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf8-7dad-7ece-9c5f-711f7ea45cd2,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-463ee4b2-c854-4db7-a176-91782052383f-r0-SendEmail-rh_ae-aid_9c8dff62-b875-44cd-857b-d4c3dfd6f4b4@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf7-9034-76a5-9aca-a71c59fd5d5d,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-481ded94-79b4-497a-8277-467526bfccef-r0-SendEmail-rh_ae-aid_ef375235-2e6b-4747-b10f-88a8e166f1d8@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee5b-56c9-7061-8792-4ddb4a71caec,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-3948c702-73a8-4ec0-ad31-c2080121ec72-r0-SendEmail-rh_ae-aid_b9689b9c-101c-414d-9465-50920aebca74@odspnotify>"
Spam: Default Microsoft Exchange Online sender domain (onmicrosoft.com),0198ee4e-6083-71ad-b3cf-a89b2f9a5d1d,<SY3PPFC3E8FB408146303D91C66AE77F0EBAF3BA@SY3PPFC3E8FB408.AUSP300.PROD.OUTLOOK.COM>
"Brand impersonation: Microsoft (QR code), Cyrillic vowel substitution in subject or display name from unknown sender, QR Code with suspicious indicators",0198ee12-c6ef-7993-afdf-3e9a0c795369,<68afa249.050a0220.c1eab.9b9fSMTPIN_ADDED_MISSING@mx.google.com>
Brand impersonation: Adobe with suspicious language and link,0198ee0d-70ec-736f-92ca-ebfec7dee7e6,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-55608b97-bb09-4098-bc04-d6de2c5fb306-r0-SendEmail-rh_ae-aid_919104e0-b624-4c81-8d03-eab1ddd9460a@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-6ac8-7de8-a1e5-251e53d9f499,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-f9c17033-f1f6-46f2-9635-fce157626859-r0-SendEmail-rh_ae-aid_eb44f554-0ff3-494c-893e-d8cf7b65d910@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-52fd-7b3d-9119-e90d650a9a66,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-41823599-acc8-4aeb-8f3e-8592bacbc1be-r0-SendEmail-rh_ae-aid_175ff796-42cc-46c5-86f3-3a17f2bf4b0f@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-4b12-70a0-881d-d0f6c205ec7e,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-178f5cd8-2b6f-4d67-b5cc-59a699f348d4-r0-SendEmail-rh_ae-aid_7780d2ff-25f5-464a-b1c6-70904b05dde8@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-4853-7ea3-8991-a3bcb9fdfd28,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-6ffba964-22c0-40c8-bcd7-056d54e32e57-r0-SendEmail-rh_ae-aid_7e2e2bd6-3318-490a-ba4e-4b3f114883e1@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-471d-732c-bd9a-29f73189149d,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-b26c13f2-adb6-4bbf-8aff-0c523665291e-r0-SendEmail-rh_ae-aid_6af6306c-491a-4050-b727-397b3612a4be@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-4308-726e-8392-6beb35807c98,<SpoImmediateAlert-6978f167-dc13-4e13-a053-4b885a493148-7a27340d-9265-4e1d-a0c4-adf6630dc87d-r0-SendEmail-rh_ae-aid_e36caa3c-1b33-4104-8993-aa52eec76eca@odspnotify>
Brand impersonation: Adobe with suspicious language and link,0198ee0d-42bc-7b40-a79f-75f14ced181f,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-9b2d6987-2089-4da1-ab7f-f52178527749-r0-SendEmail-rh_ae-aid_9e62ec46-c828-45d6-99a8-dc83da39d08e@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-3f80-7e35-95de-43e6832a6d32,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-d0a58c9e-b80e-4683-9dd2-ce63c44a590e-r0-SendEmail-rh_ae-aid_8993d649-c2bb-41ef-b569-19da708728fc@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-3484-7be4-8c11-083333f5c564,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-6f1412bd-d102-4e1a-bedd-49c276b263c6-r0-SendEmail-rh_ae-aid_b5d8dc3d-576f-47e8-8c99-5d5983110258@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0d-2884-73f9-bc9a-10f02fe5f33f,<SpoImmediateAlert-4ba8dca9-d453-4498-b9b9-113b55a384f1-5dabe595-fc15-4788-8030-fdd7e78fd74b-r0-SendEmail-rh_ae-aid_8b45f87a-12fe-4443-b7e9-d21db1de8afc@odspnotify>
Brand impersonation: Adobe with suspicious language and link,0198ee0d-1806-78d4-9263-2b41c55a680e,"<SpoImmediateAlert-dab673d3-e3ae-4f4e-bf7f-cd50953fd944,dab673d3-e3ae-4f4e-bf7f-cd50953fd944-9ec24976-e175-49cc-a364-b960a2c3f5cc-r0-SendEmail-rh_ae-aid_c16a5ac0-b388-4b5e-90e1-32aaeb05f6ef@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0c-2405-787b-996a-e708300d7adf,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-bbc6fa4e-fe53-4982-aa6e-ef4efed219bc-r0-SendEmail-rh_ae-aid_ed8692cf-c00f-4142-8f59-b5979b2879c7@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-ef09-7535-8520-c0101d502ab5,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-c7700b65-f1a0-4b33-818a-c53d59b533a8-r0-SendEmail-rh_ae-aid_213ddec4-e997-4977-a478-8150c8b774c7@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-aea0-77dc-a3b0-3e39cdf4f8f3,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-f380ef3f-dbe4-417c-99a4-8e83a1e15ad8-r0-SendEmail-rh_ae-aid_19454281-5cfe-4472-bd9e-380596733824@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-8633-79b1-9b98-09c9f9e3f3f3,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-8a195f73-4a0f-49bd-aaa7-d4aecd8b8577-r0-SendEmail-rh_ae-aid_e62344a8-63c8-4e47-bf66-5750d2fc713f@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-7f5e-7581-9302-a5df6f3b00ce,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-72a5ce22-640f-4365-a2b5-ce6fce86635d-r0-SendEmail-rh_ae-aid_edd6ea70-1055-48cf-9a22-72de63ec42c0@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-7e26-78eb-be78-ae610c6e807f,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-ebe8f745-8532-4eb8-929d-5d670b4ce8a7-r0-SendEmail-rh_ae-aid_6e5d1a6f-dcb4-48bf-b789-dd415f81f4b7@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-7908-7c43-8d94-2bfbcf7e074d,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-85e769f8-babf-4b6d-b4e1-f1f1f6c8880a-r0-SendEmail-rh_ae-aid_d83fbc9b-f57c-43ab-992f-e22ec55bc499@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-7767-752a-88dc-c8c25ff2195b,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-10d6de66-4805-4ff6-9a7b-dd9e6954a7cd-r0-SendEmail-rh_ae-aid_22f43357-a893-458c-88d7-cba9e48ac245@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-71f5-7c4d-8089-76708c41179c,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-a3a7fa87-8478-4796-bcd6-a3f0929d3df3-r0-SendEmail-rh_ae-aid_f0b72a8d-4727-4bcd-ae7f-b2f52ccca17d@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-6d25-77be-9280-dd4759f2cfae,<SpoImmediateAlert-c8941e15-7428-40f7-952e-89504eabc4f3-c99bb748-f948-49d4-9aae-3e96ce551922-r0-SendEmail-rh_ae-aid_f72bb34c-4d3f-4e2f-902f-92951b84069f@odspnotify>
Brand impersonation: Adobe with suspicious language and link,0198ee0b-6ce4-7863-b9f6-0068368bc304,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-b499496f-8b66-4dee-a4a2-4a1ebcadbe7b-r0-SendEmail-rh_ae-aid_73b6d069-9218-44e7-a7f1-249e54576af4@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0b-6833-7e22-af50-5b573e5d1b7c,"<SpoImmediateAlert-58972bd6-c4c1-4fe8-9981-5562aead4833,58972bd6-c4c1-4fe8-9981-5562aead4833-467784c7-8899-4ccf-8535-2ac809106be7-r0-SendEmail-rh_ae-aid_cf4fd592-a324-44ac-a254-f9b7b4255304@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-53ad-761d-875f-b3f943ab07bb,"<SpoImmediateAlert-b3d26037-68fc-4261-a38b-41b4a18838d0,b3d26037-68fc-4261-a38b-41b4a18838d0-a51bb742-46b3-45b8-9de2-ddb9dd9df74a-r0-SendEmail-rh_ae-aid_f378610b-e897-4711-ad80-557676526081@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-37c8-7293-aaa0-b5ca1f7d02ce,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-0df319b6-57cc-4113-89c0-a6911ee3287e-r0-SendEmail-rh_ae-aid_1e68548f-ef45-4e7e-81cd-f749571dbf12@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-302c-78f9-a3eb-2f800979961f,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-89d54853-844f-42dd-99d9-4a5b967c0a89-r0-SendEmail-rh_ae-aid_45ad19a0-2980-4680-b076-17de0c7508ee@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ede8-bded-7d95-ae0e-77dab68771d9,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-89d54853-844f-42dd-99d9-4a5b967c0a89-r0-SendEmail-rh_ae-aid_45ad19a0-2980-4680-b076-17de0c7508ee@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-296f-7510-86ae-59ae9080ffe7,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-16370fec-e901-4ca4-b785-394854d87ea5-r0-SendEmail-rh_ae-aid_0aa18eee-ede9-4487-a385-4ffe61565157@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee02-737e-7c50-a78b-8d0d8205e93c,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-35ffa40e-0533-42bd-924c-ddb365dd03e9-r0-SendEmail-rh_ae-aid_765f3767-674f-4ef3-972e-75b2c723de84@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee02-651b-7e4a-9f80-68617f668b59,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-bb0b90a4-7a4f-46ab-9d8a-06385b13b95b-r0-SendEmail-rh_ae-aid_c6d02fe8-6db6-44a0-a213-9266c9401253@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee02-2704-7770-a227-47d12305e9b0,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-d0057a32-4b5d-40d2-bb81-2c2ce4840fd9-r0-SendEmail-rh_ae-aid_850cf63d-0a45-431f-9f41-bbbae9e3b745@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-1399-7d5a-9de8-88a0d14a974b,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-15de6b5b-2ea4-46a8-b7b5-f7901ef5f90d-r0-SendEmail-rh_ae-aid_cff0a9a0-1dc1-4e75-8487-72459af3ce63@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-07f9-75eb-aded-9a9569549dcd,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-1d6a6eb5-63f4-4dbd-8e4b-d728bc2a7b71-r0-SendEmail-rh_ae-aid_502f620a-8810-4683-b411-7e62da405015@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0a-e6a4-74c9-9263-82fd87bcccfd,"<SpoImmediateAlert-becc0a11-f55f-4eb2-97a8-4dbbca6baa1e,becc0a11-f55f-4eb2-97a8-4dbbca6baa1e-aa44a980-1fd2-4a4f-9f34-daa9b4923d0b-r0-SendEmail-rh_ae-aid_37b978d9-cc9c-4f9d-bc15-e4a888129975@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-04cf-7e4a-a3b5-eb33163c3a8e,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-7c0dc09c-7b2f-4ca3-a665-7c152cac9a67-r0-SendEmail-rh_ae-aid_760a5ff3-4a43-4ada-8023-3280fa13b713@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0b-019e-7974-af2c-1ce48eedb562,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-edc7886a-a362-4136-a6c6-bc2865a92ffb-r0-SendEmail-rh_ae-aid_a482e6ca-7d7d-4532-ba3a-5ce59dcdf33b@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0a-fc3f-7d14-b089-3833c3dec5a1,<SpoImmediateAlert-60cfd31d-8871-44a2-85f6-2502fb252e3f-cc5164b7-e721-41e4-be97-c61b740d6a7e-r0-SendEmail-rh_ae-aid_4017f5c4-1a82-4a1c-bbb9-e6ef0bbc9836@odspnotify>
Credential phishing: Suspicious e-sign agreement document notification,0198ee0a-8a12-7475-886e-ce5a79c0f38f,"<SpoImmediateAlert-becc0a11-f55f-4eb2-97a8-4dbbca6baa1e,becc0a11-f55f-4eb2-97a8-4dbbca6baa1e-d37baa96-cd7d-4056-bcee-e0d0fd3c1442-r0-SendEmail-rh_ae-aid_bbcc805f-dddd-40ce-b0e0-c804a2c29ef3@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee09-d23f-76c6-9aad-fefbe5303abd,"<SpoImmediateAlert-83b26dce-5398-455a-b16d-203dcd96f6d0,83b26dce-5398-455a-b16d-203dcd96f6d0-92b38d9f-28e2-4583-bd6e-54753e10401f-r0-SendEmail-rh_ae-aid_41425261-10d7-487f-af4a-f1845f73181d@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee07-ae24-70de-b0ab-158fdf067d33,"<SpoImmediateAlert-cb0a0dde-742c-4f54-86fa-11352d0631e1,cb0a0dde-742c-4f54-86fa-11352d0631e1-3cbc4ec6-ba8b-47b4-8ec5-e3de2bfc6991-r0-SendEmail-rh_ae-aid_5ec8fe27-958d-4d40-9e48-9827fb501160@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee07-ab30-7788-bb3d-cc343a99eafa,"<SpoImmediateAlert-63cd5d5d-626a-47f6-af27-8e16153e36e4,63cd5d5d-626a-47f6-af27-8e16153e36e4-43a09d61-4682-41a4-ab39-796e04e5ec38-r0-SendEmail-rh_ae-aid_5b2880ae-c447-4cdc-b4b7-b941daed8d9c@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee06-a9ff-7a45-8f43-4aaca31aca50,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-3cf75d82-1d64-499a-9cd9-fe8607e8c5d6-r0-SendEmail-rh_ae-aid_39b22b68-0d9d-4e6b-925e-905cebd0cd68@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee04-3ccb-70eb-b470-96bced814455,"<SpoImmediateAlert-63cd5d5d-626a-47f6-af27-8e16153e36e4,63cd5d5d-626a-47f6-af27-8e16153e36e4-f0ecac86-392d-454d-bf74-348efb7914f1-r0-SendEmail-rh_ae-aid_bca1f555-826e-47bd-85e5-52c53b6ad2c1@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee02-7b9b-7cb6-ab39-e5cc7f11117d,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-0b08cff8-01fc-4e58-866e-e027c8364977-r0-SendEmail-rh_ae-aid_45b66842-74c6-4bb9-bee1-3428337715a5@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee02-3ad2-790f-ac72-d1620a14ac0e,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-288b1e88-5487-4486-8d80-6ad55e59ba24-r0-SendEmail-rh_ae-aid_a578c6ce-02d1-4a1a-a9b3-636dd4fb523f@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0a-ec88-79fb-b883-1843d84fb798,"<SpoImmediateAlert-8f0776cf-ade5-4af7-8012-2499d496f42b,8f0776cf-ade5-4af7-8012-2499d496f42b-fbd5c1e7-f482-4a11-9183-4999353cc28f-r0-SendEmail-rh_ae-aid_1d59af20-48dd-4ddd-8f7d-b61a28a48f1a@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee0a-e937-7edf-98de-144814973a6b,"<SpoImmediateAlert-becc0a11-f55f-4eb2-97a8-4dbbca6baa1e,becc0a11-f55f-4eb2-97a8-4dbbca6baa1e-4932c54c-fa17-44f8-8c5d-8551743fc486-r0-SendEmail-rh_ae-aid_7a4b0bdb-7481-4736-bd0f-3dcec2fc7d3f@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-e5fc-7d62-9343-92893eaa25f7,<SpoImmediateAlert-8f1c4c16-01fa-4c09-b7c3-4428ea46a410-1839c28f-1b7f-43e9-945a-74118c7d874c-r0-SendEmail-rh_ae-aid_23f5d15d-dc94-4967-9392-1f3478273e1a@odspnotify>
Brand impersonation: Adobe with suspicious language and link,0198ee0a-968b-7c1a-ac11-33b859fde5c8,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-0e81ec0c-d0c2-4535-9624-d3cb49c2452c-r0-SendEmail-rh_ae-aid_4fe440b4-3dfc-4c07-be6e-2fcdd7768bd6@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-8cc6-7ad7-a2aa-f7055169dbaa,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-ebdef98a-589c-492a-94b6-f116aba02360-r0-SendEmail-rh_ae-aid_7fb2cbaf-52a1-4ef5-ab2d-8d0ee7467492@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-874c-7ce8-b5c7-550b4ae1124a,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-7f5c1437-f7a8-4f47-907d-fbfe317a0785-r0-SendEmail-rh_ae-aid_b0b1b7f9-89b5-496b-bb84-830e8a315efe@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-8601-7906-87ee-732c58c1fdf3,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-c999b10a-f519-465e-beb6-f21c61580236-r0-SendEmail-rh_ae-aid_10cea81c-94ae-499e-9610-692ba7adfff5@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-736d-70c0-a083-73af3f7c02c8,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-2657bd1c-a1a3-493f-ae66-d7e0d46d984b-r0-SendEmail-rh_ae-aid_e78bd4d4-200a-46fe-9002-42c2c91f689c@odspnotify>"
Brand impersonation: Adobe with suspicious language and link,0198ee0a-70dc-75f1-bfa1-707021e20cf4,"<SpoImmediateAlert-5b681228-6a38-4abb-b730-2fb0614e8d38,5b681228-6a38-4abb-b730-2fb0614e8d38-0b0fd6a2-be4b-48ee-bd15-8fd10e2e5247-r0-SendEmail-rh_ae-aid_256d0162-1208-4fdb-9920-518961c69dad@odspnotify>"
